centroid_mean,centroid_var,centroid_skew,centroid_kurt,rolloff_mean,rolloff_var,rolloff_skew,rolloff_kurt,contrast_mean,contrast_var,contrast_skew,contrast_kurt,mfcc_1_mean,mfcc_1_var,mfcc_1_skew,mfcc_1_kurt,mfcc_2_mean,mfcc_2_var,mfcc_2_skew,mfcc_2_kurt,mfcc_3_mean,mfcc_3_var,mfcc_3_skew,mfcc_3_kurt,mfcc_4_mean,mfcc_4_var,mfcc_4_skew,mfcc_4_kurt,mfcc_5_mean,mfcc_5_var,mfcc_5_skew,mfcc_5_kurt,mfcc_6_mean,mfcc_6_var,mfcc_6_skew,mfcc_6_kurt,mfcc_7_mean,mfcc_7_var,mfcc_7_skew,mfcc_7_kurt,mfcc_8_mean,mfcc_8_var,mfcc_8_skew,mfcc_8_kurt,mfcc_9_mean,mfcc_9_var,mfcc_9_skew,mfcc_9_kurt,mfcc_10_mean,mfcc_10_var,mfcc_10_skew,mfcc_10_kurt,mfcc_11_mean,mfcc_11_var,mfcc_11_skew,mfcc_11_kurt,mfcc_12_mean,mfcc_12_var,mfcc_12_skew,mfcc_12_kurt,mfcc_13_mean,mfcc_13_var,mfcc_13_skew,mfcc_13_kurt,zcr_mean,zcr_var,zcr_skew,zcr_kurt,rms_mean,rms_var,rms_skew,rms_kurt,onset_mean,onset_var,onset_skew,onset_kurt,tempo,label,filename,song_id
1773.358004144261,169450.82970655218,3.0418379190149367,12.370860461640799,3714.063439002404,1083179.4503505765,1.606656693737665,3.229284353434468,20.846251928476903,73.06089303182368,1.3788062162621144,1.1538777288486584,129.54114,131.2911,-0.4687848340958385,-0.1871023972241903,-22.87466,140.1832,-0.4365549331766856,-0.7540811781601731,42.5999,91.50556,-0.2759518867836875,-0.7700112652399533,-0.33178177,102.24791,0.19973643806960809,-0.889018693740578,20.610033,35.53946,0.3331314822081091,-0.6095419219137486,-13.134163,20.795801,-0.1729379086275824,-0.439953892658171,16.649183,38.427532,-0.042380402278209925,-0.5558468212898307,-12.200877,42.226685,-0.18322865663614968,-0.3858893302195958,9.906072,75.54379,0.7773344918765022,-0.01484336806343034,-6.703808,25.51759,-0.4982351509837509,0.5466290027772311,8.367943,28.059639,-0.5116820832004775,0.2802076661620867,-1.8343865,24.27352,-0.39405359611144775,-0.33902894067980416,8.902192,44.347683,0.8884197869542519,0.6376432931315414,0.08185096153846154,0.0005576872402394312,2.76686530795282,11.831858774754961,0.1301892,0.0035588082,0.6544052212231621,-0.06972210821093494,2.0494885,6.0361185,1.8331872604640223,2.89832445466228,129.19921875,blues,blues.00000.wav,blues.00000.wav
1817.2440336954328,90766.29751402666,0.9503854026729653,2.9268311562288343,3870.510441706731,672133.2304225165,0.8801742598532502,1.5440727713085645,20.53478981268113,72.96874828928806,1.333466754151794,0.9672258685376671,126.86469,108.37709,0.13347678368294183,0.13318059824082384,-20.145576,169.88461,-0.6648727044074324,-0.29508799571095423,53.474487,93.4994,-0.03671463278789466,-0.3325816418876322,-8.258205,84.98391,-0.14272179730220777,-0.9077447982232982,20.5261,29.880625,-0.3942649261548495,-0.2598900105194182,-11.69156,41.66028,0.20346521863498196,0.011303223365416226,20.024323,36.659916,-0.21179308606283326,-0.5188148347603798,-10.177648,32.72198,-0.009528683614453897,-0.21057932968980841,18.901297,23.670038,0.5913862053666283,-0.1530690879726837,-8.333552,44.873302,0.21001822104050163,-0.533375840607186,7.7285647,33.153885,-0.09575911936892864,-0.16462751761671823,-6.4147887,25.598553,0.14268433105125045,0.3424159368157538,7.6020713,46.352455,-0.03121644426819344,0.22919803373724745,0.08717322716346154,0.0010296204950682513,0.481233970350737,-0.8274021730101988,0.11211886,0.0014911708,0.6899036416134359,-0.044590326874435426,1.9422123,4.7839236,1.5595936438635847,1.8180130511291344,123.046875,blues,blues.00000.wav,blues.00000.wav
1790.7223576695696,110071.20676168258,0.7856323776307138,1.5465936372355813,4000.206580528846,785950.1698214626,0.6439827892970382,0.32391045436924637,20.42969031352308,76.55739506354554,1.4040368168838815,1.0871501688371925,115.23041,132.03886,0.5675010980617861,-0.14375450639654952,-11.474141,125.60063,-0.25939617178416946,-0.838755442347916,50.840054,129.24739,0.04830035318858939,-0.8156066151179218,7.353934,134.86215,-0.5785292341112075,0.4393745264900537,23.630014,43.554245,-0.09948964265920798,-0.004257027302386529,-7.164903,68.396645,-0.5849851002122993,-0.24657842933759389,14.245754,37.9337,1.3697835969116556,2.8074090770492495,-8.258836,119.648796,-0.10271578163889118,-0.9015935358102896,7.8979917,23.562513,0.0232655160353201,-0.8400478467267827,-2.3080652,25.76599,-0.2557144479519797,-0.5123916121779435,11.392336,40.420074,-0.19410481275197672,-0.5601141082223893,0.0319772,38.728462,0.014531411134510189,-0.44664830020441837,5.0178895,31.726612,0.2969769096718184,-0.1370357042870669,0.07138296274038461,0.00042528407813529294,0.19258065191906876,-0.5102871703504857,0.13089524,0.004552019,0.4301718668492352,-0.6748918063412943,1.9669325,7.0708475,1.7385357351792678,2.135411537357882,123.046875,blues,blues.00000.wav,blues.00000.wav
1660.5452307626717,109496.93630924265,0.247776154090556,-0.4454220653462988,3579.149639423077,903274.798466045,0.4734903454626965,-0.314228060444699,20.299635320719524,72.16593417067952,1.4336764080229842,1.0405472760167367,134.31613,129.87465,0.5247562079706183,-0.34883761643703126,-16.219704,55.394894,-0.5132756112898186,-0.35163094941244744,41.40443,109.80187,-1.5534004000933757,2.720202644205469,-5.791679,37.539326,0.03808121704088647,-0.09572387995923082,19.980356,71.96791,-0.6924921209870534,0.23714945636998053,-12.736908,59.26098,-0.3631237681988698,0.4508184553629073,16.17627,36.58218,-0.2582672189284519,0.39038275350614837,-9.434978,31.190779,0.17443139770351915,-0.7095196864114381,12.093002,24.275143,0.13091670218251306,-0.08161303633506911,-10.097271,33.408104,-0.630756639866688,1.736204461133397,7.6586227,27.878824,-0.3487015567389955,-0.2940557151249079,-0.30023828,55.41794,0.3437485561964392,-0.03859296041611282,8.320421,23.398037,8.850760284953989e-05,-0.647594468452124,0.06942608173076924,0.00030399390226285136,0.512214987694275,0.34372560747547976,0.13134935,0.002338318,0.04033748765614365,-0.92512633066413,1.8893712,6.0017567,1.8508091425581805,3.008279311726035,123.046875,blues,blues.00000.wav,blues.00000.wav
1634.4650759291028,77425.41915552298,0.44418954610062317,0.582553263702668,3480.096905048077,588923.0176901676,0.5867459954725934,0.9384282304712088,20.286265799679853,76.93662539506565,1.5672026460414687,1.424446688698283,138.91357,107.64534,0.785591299149802,0.009897921098331874,-16.480883,85.38843,-0.5471214223474896,-0.1290468518223573,43.14187,54.532913,-0.2645035995177293,-0.5324934406462876,-9.281788,52.327797,-0.2202306062971459,-0.6711099354331611,18.256031,35.94845,-0.197770408530436,0.8885763038612788,-14.5868225,44.305477,0.3521005721203198,-0.20476834849614578,18.691725,27.628876,-0.5692508260796604,0.9981486490644498,-15.140173,72.21473,0.7504887638616329,-0.30481676221288234,15.832919,36.158344,0.038797481360044045,-0.22797846008572842,-0.68717915,30.324087,-0.2289954732146711,-0.41306962680183723,17.925713,30.651165,-0.522473258907405,0.13634614724306493,-3.4844937,33.10402,-0.009770205174903429,-0.29342144795685954,4.6947556,20.589832,0.34588958703594913,1.1991939620108711,0.07010216346153846,0.00028845324318789873,-0.044123624434203146,-0.45441209948633254,0.14237021,0.0017342354,0.16173059847311697,-0.9719604205291308,1.8651024,5.449212,2.037816525178652,4.476047659341407,123.046875,blues,blues.00000.wav,blues.00000.wav
1996.0176506059315,211115.47935212706,1.242836589221631,2.471593597170278,4373.973294771635,1062707.8650851573,0.5071484902731616,0.028063365253593098,19.923070732203637,81.56650700496397,1.5446494451219301,1.2095404393446723,112.895,224.65051,0.0517707890061547,-0.5551215546795691,-10.254627,51.016037,-0.5645294173251332,0.6055917389057552,48.84406,42.66951,-0.05507193599729018,-0.3739287907403446,-6.898109,32.971703,-0.4774543517508301,0.1669298705855069,18.072496,82.09519,0.03192868233674796,-1.2865869326162385,-8.93024,35.442074,0.37299634256600056,-0.5041753308302144,13.946955,41.968517,0.035655723272648474,-0.648457359250747,-7.8502755,36.22497,-0.20678681676106103,-0.10644646006197611,10.204217,34.97765,-0.27219694319562276,-0.7250983428419451,-6.019914,24.78981,-0.11741828838112484,-0.27716710046071036,8.533213,23.424706,0.11468310876665737,-0.5568152666245738,0.8268654,16.796795,0.10289226125547674,-0.2557323960192046,4.8431177,27.075195,-0.2821436192418771,-0.31149996072790787,0.09242037259615385,0.0011742739141340087,1.8240923427859084,5.1159444236816665,0.13146591,0.003509965,0.9735890393784113,0.657596813230712,2.0523217,6.3028274,1.5939586949484361,1.7058746434842256,129.19921875,blues,blues.00000.wav,blues.00000.wav
1962.1393851867554,177314.01439964675,1.212817573498705,2.0462801999539266,4324.778207632212,1172169.4609388446,1.0035930528438528,0.6038749796329239,19.856552993954406,87.28835738737038,1.5570247151515475,1.336837648793912,115.28917,96.996796,0.10652194932564225,0.12126426150366365,-15.906834,123.653336,0.7377224899891648,0.2526603541318151,45.991936,63.683285,-0.5422280498458172,0.7797488170342288,-3.9566123,38.705055,-0.29605302772935893,-0.09509543937693321,22.578852,16.67975,-0.18716083734489702,0.00047864635302374836,-12.190222,67.24,0.15355481446861238,-0.8932431666240372,17.466343,43.4939,-0.09006275033462673,0.04591769603181017,-11.124326,61.47439,-0.35096629661245243,-0.5885704990423064,15.336387,29.155405,0.1795571546637767,-0.44056371548101536,-6.182285,48.967854,0.8473212868278571,-0.18079435325648063,8.280346,23.719393,-0.14674971396135572,-0.22144348184515206,-4.6640277,32.416466,-0.368984062203579,0.5914705565333569,6.9376607,33.456676,0.12697463140126322,0.017985089282279265,0.0895733173076923,0.001086638749703853,1.4519796528654774,3.581355902605204,0.12951674,0.0031744952,0.21984162532853305,-0.8034272047315567,1.8902516,5.898764,1.900060541965953,3.1044004351877676,129.19921875,blues,blues.00000.wav,blues.00000.wav
1703.3712331138165,35322.10641775912,0.7460957372218788,0.054082915026736345,3627.4337064302886,313703.76216480014,0.5584863745413731,-0.34993742117633486,20.41492723997734,74.7678781451663,1.477848603151684,1.1787092223454296,129.6437,73.29157,0.44463978712509444,-0.1749068198248689,-16.379457,86.512505,-0.22743627775741734,-0.4330739904207146,39.013355,40.51235,-0.1202289569798639,0.0035432390094265465,-7.4581213,108.371635,-0.0662712833088603,-0.2420178466047691,17.1364,39.252403,-0.39446244287798177,-0.12229701383938396,-11.696085,39.92819,-0.14824505200003704,-0.6162404647749034,14.650613,44.949997,-0.22510265611459115,-0.2278168876334954,-13.820968,46.05938,0.10152220601228151,0.07684656846997573,9.859264,29.623764,-0.3852026597937822,-0.29192779887068143,-4.978754,36.443695,-0.1574405596986264,-0.5699735785896491,10.095322,29.919668,-0.5232351639203298,0.07341176055708631,0.057773016,33.721252,-0.19516927140553614,0.12518921804483085,6.5587516,24.639784,0.18126083011386765,-0.43472007055030604,0.07093599759615385,0.0002305104746621036,0.11084362241867673,-0.5415161952271967,0.1397066,0.0025699069,0.3332599940255982,0.5072362033180253,1.8917474,5.3644934,1.7877392596179555,2.441998609265288,123.046875,blues,blues.00000.wav,blues.00000.wav
1749.640820778112,137100.5484781498,1.7233278301124961,5.038670735840759,3592.5664813701924,1054712.8004313929,1.3458756271309744,1.9859059861061628,20.605779526083076,71.47615771885002,1.3564071840888265,1.0774727563005033,130.50497,144.31664,-0.321022267817121,-0.2228445594847539,-30.932085,193.35526,0.15403432604910253,-1.0639742972532764,42.94738,46.71175,0.07765590005601358,-0.30907657408849776,0.67803484,129.34666,-0.36913766442853874,-0.9918028730436217,18.745264,40.0071,0.05204215924276892,0.00793673191054678,-14.714423,27.513863,0.0941442339411062,0.05507157224724768,16.263203,44.604813,-0.3400584419424024,0.8906349113305656,-10.668252,33.22029,-0.19575605315281194,-0.20861915132421016,12.915884,44.035572,0.6805243021356768,0.4717124929677454,-6.327753,35.611763,-0.044297997457213016,-0.22036819759860338,5.912946,21.753687,-0.2625424566013398,0.013242429612358553,-5.124751,26.41282,-0.1539049295967261,0.5781395621601266,3.2667875,31.757257,-0.8373740932384053,1.1612885033533198,0.08766902043269231,0.0008216238445078833,0.739292220764181,0.46234327891053795,0.13226987,0.0025219996,0.6001093356281977,-0.22010769331991442,2.091211,6.448576,1.9239413964543808,3.8190161002650562,123.046875,blues,blues.00000.wav,blues.00000.wav
1767.4908015454273,61144.37839933252,0.3547430459477948,0.24181522816642742,3512.810809795673,446270.8860066163,0.7660127401129431,1.3144674970964418,20.821649984531348,69.1951776387637,1.220989882279063,0.7176194598523842,129.98465,88.81426,0.6983635000634938,0.4086710444284174,-31.2432,126.54359,0.1876725750009356,-0.3171343830962168,54.51648,40.025257,-0.06707680519254082,-0.31867741426855334,5.6004386,128.84373,-0.4227101859181725,-0.3286034386807217,21.613394,31.424149,0.2087059247394738,-0.1676056846355043,-17.736103,27.354744,-0.14596420108567407,-0.5726119185162779,15.274281,50.271652,0.15293455487501093,-0.6333864717932114,-11.236388,44.106083,-0.5340188855438008,-0.07346688788281819,9.96994,75.45012,0.14450691208125657,-1.021916439230448,-12.6354475,64.64794,0.11609758001926535,-0.5377406677941199,7.7961645,80.214584,0.07988341417201517,-1.1969929860964044,-1.1747493,20.686605,0.2716627168197904,-0.5916284064066559,10.955091,67.04149,0.11496898289457912,-1.104583071939413,0.10177659254807692,0.0007128825695557002,-0.27863280241685134,-0.7200293557659405,0.11440618,0.0018445537,0.29425189293583537,-0.3595449009270375,1.9742845,6.675765,1.6321337836229217,1.7450280647058705,123.046875,blues,blues.00000.wav,blues.00000.wav
