centroid_mean,centroid_var,centroid_skew,centroid_kurt,contrast_mean,contrast_var,contrast_skew,contrast_kurt,chroma_mean,chroma_var,chroma_skew,chroma_kurt,mfcc_1_mean,mfcc_1_var,mfcc_1_skew,mfcc_1_kurt,mfcc_2_mean,mfcc_2_var,mfcc_2_skew,mfcc_2_kurt,mfcc_3_mean,mfcc_3_var,mfcc_3_skew,mfcc_3_kurt,mfcc_4_mean,mfcc_4_var,mfcc_4_skew,mfcc_4_kurt,mfcc_5_mean,mfcc_5_var,mfcc_5_skew,mfcc_5_kurt,mfcc_6_mean,mfcc_6_var,mfcc_6_skew,mfcc_6_kurt,mfcc_7_mean,mfcc_7_var,mfcc_7_skew,mfcc_7_kurt,mfcc_8_mean,mfcc_8_var,mfcc_8_skew,mfcc_8_kurt,mfcc_9_mean,mfcc_9_var,mfcc_9_skew,mfcc_9_kurt,mfcc_10_mean,mfcc_10_var,mfcc_10_skew,mfcc_10_kurt,mfcc_11_mean,mfcc_11_var,mfcc_11_skew,mfcc_11_kurt,mfcc_12_mean,mfcc_12_var,mfcc_12_skew,mfcc_12_kurt,mfcc_13_mean,mfcc_13_var,mfcc_13_skew,mfcc_13_kurt,boaw_0,boaw_1,boaw_2,boaw_3,boaw_4,boaw_5,boaw_6,boaw_7,boaw_8,boaw_9,boaw_10,boaw_11,boaw_12,boaw_13,boaw_14,boaw_15,boaw_16,boaw_17,boaw_18,boaw_19,boaw_20,boaw_21,boaw_22,boaw_23,boaw_24,boaw_25,boaw_26,boaw_27,boaw_28,boaw_29,boaw_30,boaw_31,boaw_32,boaw_33,boaw_34,boaw_35,boaw_36,boaw_37,boaw_38,boaw_39,boaw_40,boaw_41,boaw_42,boaw_43,boaw_44,boaw_45,boaw_46,boaw_47,boaw_48,boaw_49,label,filename
1773.358004144261,169450.82970655218,3.0418379190149367,12.370860461640799,20.846251928476903,73.06089303182368,1.3788062162621144,1.1538777288486584,0.3074752,0.095118985,1.1066181797551284,0.021885148112535724,-195.43915,554.5941,-0.2991699533243158,-0.14664701266008162,129.54114,131.2911,-0.4687848340958385,-0.1871023972241903,-22.87466,140.1832,-0.4365549331766856,-0.7540811781601731,42.5999,91.50556,-0.2759518867836875,-0.7700112652399533,-0.33178177,102.24791,0.19973643806960809,-0.889018693740578,20.610033,35.53946,0.3331314822081091,-0.6095419219137486,-13.134163,20.795801,-0.1729379086275824,-0.439953892658171,16.649183,38.427532,-0.042380402278209925,-0.5558468212898307,-12.200877,42.226685,-0.18322865663614968,-0.3858893302195958,9.906072,75.54379,0.7773344918765022,-0.01484336806343034,-6.703808,25.51759,-0.4982351509837509,0.5466290027772311,8.367943,28.059639,-0.5116820832004775,0.2802076661620867,-1.8343865,24.27352,-0.39405359611144775,-0.33902894067980416,0.0,0.0,0.0,0.08461538461538462,0.0,0.0,0.046153846153846156,0.09230769230769231,0.24615384615384617,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.13846153846153847,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,blues,blues.00000.wav
1817.2440336954328,90766.29751402666,0.9503854026729653,2.9268311562288343,20.53478981268113,72.96874828928806,1.333466754151794,0.9672258685376671,0.31567848,0.092272736,1.1168968648707487,0.032858343615065344,-203.1394,235.4911,-0.7527633743514548,0.06848903662101913,126.86469,108.37709,0.13347678368294183,0.13318059824082384,-20.145576,169.88461,-0.6648727044074324,-0.29508799571095423,53.474487,93.4994,-0.03671463278789466,-0.3325816418876322,-8.258205,84.98391,-0.14272179730220777,-0.9077447982232982,20.5261,29.880625,-0.3942649261548495,-0.2598900105194182,-11.69156,41.66028,0.20346521863498196,0.011303223365416226,20.024323,36.659916,-0.21179308606283326,-0.5188148347603798,-10.177648,32.72198,-0.009528683614453897,-0.21057932968980841,18.901297,23.670038,0.5913862053666283,-0.1530690879726837,-8.333552,44.873302,0.21001822104050163,-0.533375840607186,7.7285647,33.153885,-0.09575911936892864,-0.16462751761671823,-6.4147887,25.598553,0.14268433105125045,0.3424159368157538,0.023076923076923078,0.0,0.0,0.015384615384615385,0.0,0.023076923076923078,0.03076923076923077,0.15384615384615385,0.34615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16923076923076924,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023076923076923078,0.015384615384615385,0.0,0.0,0.0,0.03076923076923077,0.0,0.05384615384615385,0.0,blues,blues.00000.wav
1790.7223576695696,110071.20676168258,0.7856323776307138,1.5465936372355813,20.42969031352308,76.55739506354554,1.4040368168838815,1.0871501688371925,0.2850262,0.092761755,1.2198183989285374,0.30426594905334703,-206.59883,1789.8037,-0.12976480340375351,-0.9636266310871959,115.23041,132.03886,0.5675010980617861,-0.14375450639654952,-11.474141,125.60063,-0.25939617178416946,-0.838755442347916,50.840054,129.24739,0.04830035318858939,-0.8156066151179218,7.353934,134.86215,-0.5785292341112075,0.4393745264900537,23.630014,43.554245,-0.09948964265920798,-0.004257027302386529,-7.164903,68.396645,-0.5849851002122993,-0.24657842933759389,14.245754,37.9337,1.3697835969116556,2.8074090770492495,-8.258836,119.648796,-0.10271578163889118,-0.9015935358102896,7.8979917,23.562513,0.0232655160353201,-0.8400478467267827,-2.3080652,25.76599,-0.2557144479519797,-0.5123916121779435,11.392336,40.420074,-0.19410481275197672,-0.5601141082223893,0.0319772,38.728462,0.014531411134510189,-0.44664830020441837,0.007692307692307693,0.0,0.0,0.2230769230769231,0.0,0.023076923076923078,0.0,0.015384615384615385,0.06153846153846154,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.23846153846153847,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.08461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09230769230769231,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.05384615384615385,0.0,blues,blues.00000.wav
1660.5452307626717,109496.93630924265,0.247776154090556,-0.4454220653462988,20.299635320719524,72.16593417067952,1.4336764080229842,1.0405472760167367,0.32325485,0.08988047,1.0836710928458775,0.03467008807780303,-192.35397,704.33545,0.08840795889579467,-0.32847652123698756,134.31613,129.87465,0.5247562079706183,-0.34883761643703126,-16.219704,55.394894,-0.5132756112898186,-0.35163094941244744,41.40443,109.80187,-1.5534004000933757,2.720202644205469,-5.791679,37.539326,0.03808121704088647,-0.09572387995923082,19.980356,71.96791,-0.6924921209870534,0.23714945636998053,-12.736908,59.26098,-0.3631237681988698,0.4508184553629073,16.17627,36.58218,-0.2582672189284519,0.39038275350614837,-9.434978,31.190779,0.17443139770351915,-0.7095196864114381,12.093002,24.275143,0.13091670218251306,-0.08161303633506911,-10.097271,33.408104,-0.630756639866688,1.736204461133397,7.6586227,27.878824,-0.3487015567389955,-0.2940557151249079,-0.30023828,55.41794,0.3437485561964392,-0.03859296041611282,0.015384615384615385,0.0,0.0,0.18461538461538463,0.0,0.07692307692307693,0.007692307692307693,0.05384615384615385,0.07692307692307693,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.06153846153846154,0.0,0.007692307692307693,0.0,0.023076923076923078,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.007692307692307693,0.15384615384615385,0.015384615384615385,0.0,0.0,0.0,0.023076923076923078,0.0,0.2153846153846154,0.007692307692307693,blues,blues.00000.wav
1634.4650759291028,77425.41915552298,0.44418954610062317,0.582553263702668,20.286265799679853,76.93662539506565,1.5672026460414687,1.424446688698283,0.29573008,0.09068194,1.2805226736676483,0.4134546145811959,-178.9492,394.4623,-0.47528340868249613,-0.09431652709007965,138.91357,107.64534,0.785591299149802,0.009897921098331874,-16.480883,85.38843,-0.5471214223474896,-0.1290468518223573,43.14187,54.532913,-0.2645035995177293,-0.5324934406462876,-9.281788,52.327797,-0.2202306062971459,-0.6711099354331611,18.256031,35.94845,-0.197770408530436,0.8885763038612788,-14.5868225,44.305477,0.3521005721203198,-0.20476834849614578,18.691725,27.628876,-0.5692508260796604,0.9981486490644498,-15.140173,72.21473,0.7504887638616329,-0.30481676221288234,15.832919,36.158344,0.038797481360044045,-0.22797846008572842,-0.68717915,30.324087,-0.2289954732146711,-0.41306962680183723,17.925713,30.651165,-0.522473258907405,0.13634614724306493,-3.4844937,33.10402,-0.009770205174903429,-0.29342144795685954,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.13846153846153847,0.023076923076923078,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.007692307692307693,0.0,0.007692307692307693,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.2230769230769231,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.3230769230769231,0.007692307692307693,blues,blues.00000.wav
1996.0176506059315,211115.47935212706,1.242836589221631,2.471593597170278,19.923070732203637,81.56650700496397,1.5446494451219301,1.2095404393446723,0.3312747,0.09175548,1.0292967091836926,-0.11015849653443688,-174.71883,492.30118,-0.4327904700871466,-0.2745818761324328,112.895,224.65051,0.0517707890061547,-0.5551215546795691,-10.254627,51.016037,-0.5645294173251332,0.6055917389057552,48.84406,42.66951,-0.05507193599729018,-0.3739287907403446,-6.898109,32.971703,-0.4774543517508301,0.1669298705855069,18.072496,82.09519,0.03192868233674796,-1.2865869326162385,-8.93024,35.442074,0.37299634256600056,-0.5041753308302144,13.946955,41.968517,0.035655723272648474,-0.648457359250747,-7.8502755,36.22497,-0.20678681676106103,-0.10644646006197611,10.204217,34.97765,-0.27219694319562276,-0.7250983428419451,-6.019914,24.78981,-0.11741828838112484,-0.27716710046071036,8.533213,23.424706,0.11468310876665737,-0.5568152666245738,0.8268654,16.796795,0.10289226125547674,-0.2557323960192046,0.0,0.0,0.0,0.1,0.0,0.07692307692307693,0.007692307692307693,0.06923076923076923,0.06923076923076923,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.14615384615384616,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.24615384615384617,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.06153846153846154,0.015384615384615385,blues,blues.00000.wav
1962.1393851867554,177314.01439964675,1.212817573498705,2.0462801999539266,19.856552993954406,87.28835738737038,1.5570247151515475,1.336837648793912,0.3160826,0.0870674,1.1484831261389348,0.24313019096621913,-180.52972,956.9824,-0.1029672947074165,-0.6756144275477549,115.28917,96.996796,0.10652194932564225,0.12126426150366365,-15.906834,123.653336,0.7377224899891648,0.2526603541318151,45.991936,63.683285,-0.5422280498458172,0.7797488170342288,-3.9566123,38.705055,-0.29605302772935893,-0.09509543937693321,22.578852,16.67975,-0.18716083734489702,0.00047864635302374836,-12.190222,67.24,0.15355481446861238,-0.8932431666240372,17.466343,43.4939,-0.09006275033462673,0.04591769603181017,-11.124326,61.47439,-0.35096629661245243,-0.5885704990423064,15.336387,29.155405,0.1795571546637767,-0.44056371548101536,-6.182285,48.967854,0.8473212868278571,-0.18079435325648063,8.280346,23.719393,-0.14674971396135572,-0.22144348184515206,-4.6640277,32.416466,-0.368984062203579,0.5914705565333569,0.0,0.0,0.0,0.023076923076923078,0.0,0.06153846153846154,0.08461538461538462,0.023076923076923078,0.12307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23846153846153847,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.0,0.1076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.046153846153846156,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.17692307692307693,0.0,blues,blues.00000.wav
1703.3712331138165,35322.10641775912,0.7460957372218788,0.054082915026736345,20.41492723997734,74.7678781451663,1.477848603151684,1.1787092223454296,0.30263647,0.0927406,1.1445223996050498,0.1429902478249696,-182.27377,403.30557,-0.5322052072128681,-0.3505449851309166,129.6437,73.29157,0.44463978712509444,-0.1749068198248689,-16.379457,86.512505,-0.22743627775741734,-0.4330739904207146,39.013355,40.51235,-0.1202289569798639,0.0035432390094265465,-7.4581213,108.371635,-0.0662712833088603,-0.2420178466047691,17.1364,39.252403,-0.39446244287798177,-0.12229701383938396,-11.696085,39.92819,-0.14824505200003704,-0.6162404647749034,14.650613,44.949997,-0.22510265611459115,-0.2278168876334954,-13.820968,46.05938,0.10152220601228151,0.07684656846997573,9.859264,29.623764,-0.3852026597937822,-0.29192779887068143,-4.978754,36.443695,-0.1574405596986264,-0.5699735785896491,10.095322,29.919668,-0.5232351639203298,0.07341176055708631,0.057773016,33.721252,-0.19516927140553614,0.12518921804483085,0.03076923076923077,0.0,0.0,0.038461538461538464,0.0,0.015384615384615385,0.03076923076923077,0.07692307692307693,0.13076923076923078,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.08461538461538462,0.0,0.007692307692307693,0.0,0.03076923076923077,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.023076923076923078,0.023076923076923078,0.0,0.0,0.0,0.0,0.16923076923076924,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.2846153846153846,0.007692307692307693,blues,blues.00000.wav
1749.640820778112,137100.5484781498,1.7233278301124961,5.038670735840759,20.605779526083076,71.47615771885002,1.3564071840888265,1.0774727563005033,0.30265936,0.09250334,1.2019785407354264,0.2400744539561015,-186.4265,319.54242,-0.859680256478613,0.44380820115414155,130.50497,144.31664,-0.321022267817121,-0.2228445594847539,-30.932085,193.35526,0.15403432604910253,-1.0639742972532764,42.94738,46.71175,0.07765590005601358,-0.30907657408849776,0.67803484,129.34666,-0.36913766442853874,-0.9918028730436217,18.745264,40.0071,0.05204215924276892,0.00793673191054678,-14.714423,27.513863,0.0941442339411062,0.05507157224724768,16.263203,44.604813,-0.3400584419424024,0.8906349113305656,-10.668252,33.22029,-0.19575605315281194,-0.20861915132421016,12.915884,44.035572,0.6805243021356768,0.4717124929677454,-6.327753,35.611763,-0.044297997457213016,-0.22036819759860338,5.912946,21.753687,-0.2625424566013398,0.013242429612358553,-5.124751,26.41282,-0.1539049295967261,0.5781395621601266,0.03076923076923077,0.0,0.0,0.023076923076923078,0.0,0.007692307692307693,0.03076923076923077,0.1076923076923077,0.36923076923076925,0.007692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.13076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.03076923076923077,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.05384615384615385,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.1076923076923077,0.0,blues,blues.00000.wav
1767.4908015454273,61144.37839933252,0.3547430459477948,0.24181522816642742,20.821649984531348,69.1951776387637,1.220989882279063,0.7176194598523842,0.3077957,0.08885755,1.2156171949401235,0.31272408585244316,-199.90324,792.48004,-0.30074700034843754,-0.5846987746729733,129.98465,88.81426,0.6983635000634938,0.4086710444284174,-31.2432,126.54359,0.1876725750009356,-0.3171343830962168,54.51648,40.025257,-0.06707680519254082,-0.31867741426855334,5.6004386,128.84373,-0.4227101859181725,-0.3286034386807217,21.613394,31.424149,0.2087059247394738,-0.1676056846355043,-17.736103,27.354744,-0.14596420108567407,-0.5726119185162779,15.274281,50.271652,0.15293455487501093,-0.6333864717932114,-11.236388,44.106083,-0.5340188855438008,-0.07346688788281819,9.96994,75.45012,0.14450691208125657,-1.021916439230448,-12.6354475,64.64794,0.11609758001926535,-0.5377406677941199,7.7961645,80.214584,0.07988341417201517,-1.1969929860964044,-1.1747493,20.686605,0.2716627168197904,-0.5916284064066559,0.038461538461538464,0.0,0.0,0.023076923076923078,0.0,0.046153846153846156,0.0,0.007692307692307693,0.5461538461538461,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.015384615384615385,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.06923076923076923,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,blues,blues.00000.wav
1280.783900790562,409413.819009732,0.6593200525914544,-0.5480923268698521,18.868292558392408,60.71618172185881,1.7757776669772072,2.903739981744943,0.37281874,0.09955466,0.7058997609052496,-0.7916600571642993,-360.61148,9962.585,1.1829084462207866,-0.13891404335154567,116.24974,262.48654,0.31001519554796325,-0.87097103936626,25.510313,566.6981,-1.0221566236192188,-0.02472398615907867,47.933975,101.97737,-0.6267206997705321,-0.4339680381382789,28.607307,147.04045,-0.2149961206651256,0.11625350629516085,24.642597,57.33101,-0.6211701562580444,0.38858609797548516,10.118127,390.33786,-1.123145601192891,-0.029968583376484226,25.098303,65.60929,0.022472615315782075,-0.8231938104811611,7.056288,253.6595,-0.9263726698930074,-0.4748331085619242,11.055635,48.88793,0.025471037051728044,-0.5720109769315704,8.471551,25.876028,0.03856203938372945,-0.4687483996203752,9.013014,23.470444,0.27689452116701097,-0.08320899508051927,4.8069324,32.68567,-0.028444280171615353,-1.0200326620886961,0.0,0.0,0.0,0.12307692307692308,0.0,0.015384615384615385,0.015384615384615385,0.0,0.05384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.16153846153846155,0.0,0.0,0.0,0.0,0.0,0.2,0.12307692307692308,0.0,0.0,0.007692307692307693,0.0,0.14615384615384616,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.007692307692307693,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blues,blues.00001.wav
